sentiment,content
0,lewace11 suck man
0,miguellf want ot protect moleskineï ½ notebook worldwide all
1,quot we oh yea yea yea eating tonite woo eating tonight eating tonite diet quot finding nemo
0,tellie_jean think it get state probably still touring dammit
1,jackalltimelow lucky that s awesome
0,
1,planning install window tomorrow probably new post another day least
1,miss concert tuesday already really like time machine go see again fun
1,a_double kind http myloc me fkl
1,call einstein got math test result a hell yesss
1,tiffanyq swimming tanning heaven blasted music tanning world
1,today goal tweet work im good start havent left house yet welcome new follower hope bored yet
0,kingsrockandrol bit zoe co bed soon miss gorgeous weather today x
1,getting ready summy yummy cocoa crispies
1,bank holiday london woohoo
0,dredpiraterob poor thing come watch tv house lol
1,great dinner wonderful girlfriend
1,nemitabbah hahahaha yeah mess crossing kneeling bit get called out joking
1,anyamarina funny loved it almost fell it haha
0,sick year omg suck bad sickness ended including full restroom cleanup
1,frozen2thesword yay hope day work wonderful si bank holiday england today everyone work
1,chatting matt mercy mercedes lol
0,
1,serenajwilliams hi serena want say good luck madrid paris month
1,evidence conviction absolutely hilarious make day every time http bit ly lrolj
0,chaletlaforet shit awful could believe first sad
1,week finally rained quite enough yet seems coming garden happy it
1,happy mama s day mama
0,
0,thevowel d version suck
1,sarieee thanks finding amusing rubiks picture tonight making evening via chrisfreeman
1,
0,leslie_pearlman mow love mow
1,
0,ev trying really hard hate you
1,tiiiiiiired going bed drinking lead making boy later forget name drink kid goodnight
1,went see priscilla ahn last night amazin band actually
0,talisaduhhh miss bein
1,rap battling second sat moviesss haha quot i swim lake sex quot matthew m ghost girlfriend past
1,got back concert mistake kinda failed macedonian test relative serbia here woohoo
0,ringorang today wrong answer row brain s working today
0,science class right now urgh stupid project wanna go track school tired lol
0,working 930a 730p today 1 5 hour lunch 8 5 hour work overtime good fact already dead tired bad
0,oh beautiful morning brekky bed
0,school over gonna miss bunch people
0,wish here babe
1,way take photo park
1,going see sweeney todd stage best friend bday today i know going one sings along
0,missing nathan bccg already best friend tried visit heading back tomorrow afternoon
0,frogworth hey great gig exchange track via ze emayal lost loop right still writing xx
1,good all hanging dad 2day looking job still
0,miss nicc today
0,man two clock hr till work
0,need get life together aka apartment cleaned back birthday
0,saxa246 ive trying get year hard move on youre love it suck
0,feeling really dizzy soo good
1,hour shopping over good effort best part chocolate shop yujm yum even
1,dinner awesome im happy mom enjoyed bday able spoil yay lol
0,im sad there s sale sign front house
0,dish train newcastle leave nontweetinggirlfriend behind week always bit sad
0,lyrically_me would me
0,scarletty24 know suck master procrastinator guy much fun without
0,feel bad kid sick
0,saying goodbye jesshowe year awesome helping fit team veritas
1,paulacampbell happy mother day paula
0,really mad forgetting may deadline 40 000 mile award trip south america unitedairlines
1,sugarreddrive thx following r band kind genre play nice meet
1,lclaurenconrad can t wait see tonite hilarious
1,maydbs looking like june nice right
1,haha wow there s song called hit twitter lmao okay g night
0,follow mz5thave cause really shop there even though showin love
0,cat died kidney failure math test day need get better
1,jtimberlake yay snl on
1,stryperband love comeback stay tuned fellow follow people though turn get follower
1,mega sunshine morning
1,formicadinette yipe sorry hear
1,tonibrockliss fyi connie carla totally awesome preview make seem sorry one
1,selenagomez bananabrain2 got hit car got screwed o oepn wound broken finger broken toe both toe nail f ed
0,gailmoscoso oo noo thats good
0,
1,http twitpic com 4wt8a pretty damn good friday night
0,oh god my favorite havaianas broke three year service missed molded perfectly foot
0,summerxoxo that s exactly feel hope start feeling better soon
1,purrsikat yeah thought awesome glad see character like gambit brought back fold
1,tweetie v helpfully shrink longer tweet brilliant
0,himoverthere awww poor leg sends virtual hug x
1,bb517 mespptc yeah okay icing ace bandage sitting twitter lol thanks
0,nice action shot http bit ly m8zfx miss working pole
0,wish would rain but
1,back reality tomorrow think dig cigar smoke good one yes bought box quot good quot one
1,excited jam audition
1,work still quot recovering quot amazing beautiful weekend mentioned incredible friend are
0,dwhelan wondered rake to client made clear net only force devs learn new lang agile ccnet
1,jadeyyg http twitpic com 4wrxq whens little gingg getting twitter g j
0,got hair cut great stupid gum
0,p bgt fab sad thought greg awesome sad gone child always win situation sadly
1,early morning golf sunny day
1,monday morning bathing soooo relaxing lady luxury would start every day like
0,even want go store get ice cream wasted cute outfit on sitting as twitter
0,hatcherdogg would love plan
0,spyou oh no sorry hope back bike soon
0,sad see deb two day
0,ohcherub yeah know mwan
1,thank advice work im work
1,narelle_nz busy fun mother s day thanks got wanted a wii fit yay
0,discovering kindred spirit line there
1,shmeezie thanks me great time
1,courageous_one much so setting goal next couple month preparation
0,lil_kimmeh too miss it i however humpthestump rest life
0,knew confessed using phone look answer pub quiz shame upon
0,busy day time tweet bmore what s happening weekend
1,wildflowersweet lol hell yeah
1,glasgowgooner boo well good fun tho suck u cant get card finished 10th last night tpt took street lol
1,carlkr please wear glass next video look amazing them
1,tom_howarth hehehehe keep silent
0,maxicatimus mile essex give plenty warning arrive time get least one free beer
0,going work than ill home im going look camera since must lost house everyone wonderful day
0,love2reed thx girl woke up cnt believe sick fever wish could pound nyquil suck
1,crzyqbn that s awesome dude yay surprise celebrity got meet year ago soooo friendly
0,dont mind long line there super cutie front me bad wearing gay bracelet girl name
0,bye bye south beach u never let
0,askegg sorry andrew wish something could do
1,lisaxjbx3 goodnight trending topic lol
0,feel like death evil headache need pack drive parent bum
1,quite sure ace cake are gosh tired loved bride war fun night
0,spring awakening cannot wait start last time ever boo sad time
1,michellephant nice stay long got hotel room
0,aw see robert practice make sad
0,davidaldrich_wx look like ohio tornado hit
1,enjoyed new star trek movie last night want see again ready work sunday blah
0,supported thing like n intrested in mom always refused it
1,
1,dressjunkie oh no horrible lol better singer even cry u think made cry haha
0,freebies4mom video available online gone morning missed waiting long
0,long day matinee evening show sad tomorrow last ever welsh college show
0,miss dog r i p batman yeah batman i really hope all dog go heaven true
0,brett fedex pizza cancel nyc trip later summer
1,taking dad law sunday stroll old leigh beautiful morning say hi morris lol http twitpic com 4wt8k
0,week lonely without gossip girl xoxo
0,think hayfever sure due wearing next nothing horrific weather wed
1,school haha well hope today fun post regular update day follow stay updated
0,big sam houston big enough overcome challanges moving car iphone photography http yfrog com 0xhu5j
0,received phone call new patient i guess mean work tomorrow
1,liking fake tan orange colour
0,backstreetboys http twitpic com 3x3wq impossible know closely
0,side seat loner please starbucks there
0,desperately wishing could sleep frazzled gma can t sleep really bad tonight xx
0,gonna miss live comet action tomorrow go take care cousin access interwebz
0,veronica78 oh noooo suck reschedule another show
1,cocodishman wasssup cocoliciousness knew u recognize me how s ur daughter
0,kevholditch good director said could go home said back work boo good lasted
1,okneil welcome home wherever may
1,princess_dj xmas week early hehe least last min shopping
0,gotta buy second season ghost whisperer now noo moneyy
0,dreary bus ride home im rubbing eye least spend day school hr well spent
0,wanted take photo storm misplaced camera
1,best job world amp yes australia http tinyurl com clxl4l
0,dougiemcfly great show doug fun im sorry wont watch
1,happy google wave trending can t watch video it certain flash video blocked company s network
1,jeffpulver done book signing manchester nice people there enjoy week
1,haha gunna go buy whole bunch emo punk clothes
0,really weird night last night miss friend
0,pollybowles say really miss red porsche sold yr ago
0,nic0pic0 lot thing nico gud news job bad news middle nowhere got phone twitter cnt play video
0,got home wanting read last chaper breaking dawn cause dont want
0,little sad school ended today moving going miss new friend year got hair cut
0,woke up i wanna stay bed
0,boy girl lie awww santa real either
0,billohbill s amp r devon horse show gettin mostly rained out lot event ben cancelled incl coach
0,disappointed learn newark oh cancelled july firework due economy
0,elizapatricia never met person miss like hell must charm
1,paulina1 good morning great day work
1,bradiewebbstack baked dinner yummy cant wait new short stack tv kind dip shall be
0,ooh lulu_bell whatchu goin a monsterpalooza s weekend u ink stressed contestant year miss u x0
